,Order,PID,area,price,MS.SubClass,MS.Zoning,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,AgeofHouse
1360,1361,903453050,1536,136000,70,RM,10266,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,372.0,Unf,0.0,396.0,768.0,GasA,TA,Y,FuseA,768,768,0,0.0,0.0,1,1,4,1,TA,7,Typ,0,Not Present,Detchd,1952.0,Unf,1.0,308.0,TA,TA,Y,0,216,80,0,0,0,Not Present,Not Present,Not Present,0,5,2008,COD,Abnorml,56
1361,1362,903454100,1969,141000,50,RM,6876,Pave,Not Present,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1272.0,1272.0,GasA,TA,Y,SBrkr,1272,0,697,0.0,0.0,2,0,4,1,TA,9,Min1,1,Gd,Detchd,1938.0,Unf,2.0,400.0,TA,TA,Y,0,34,0,0,0,0,Not Present,Not Present,Not Present,0,11,2008,COD,Normal,50
1362,1363,903455030,1308,120000,50,RM,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Gd,Y,SBrkr,880,428,0,0.0,0.0,2,0,2,1,TA,6,Typ,0,Not Present,Detchd,1950.0,Unf,2.0,400.0,Fa,Fa,Y,0,0,117,0,0,0,Not Present,Not Present,Not Present,0,4,2008,WD ,Normal,30
1363,1364,903455140,1040,127500,30,RM,7200,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Not Present,Detchd,1993.0,Unf,2.0,320.0,TA,TA,Y,0,132,0,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,16
1364,1365,903456130,1236,127000,50,RM,7006,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,Rec,121.0,Unf,0.0,647.0,768.0,GasA,TA,Y,SBrkr,788,448,0,1.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,Not Present,MnPrv,Not Present,0,8,2008,WD ,Family,58
1365,1366,903458110,1406,89500,50,RM,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,319.0,319.0,GasA,TA,Y,FuseA,1035,371,0,0.0,0.0,1,0,3,1,Fa,6,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,N,0,144,0,0,0,0,Not Present,MnPrv,Not Present,0,3,2008,WD ,Normal,58
1366,1367,903475020,825,125000,20,RM,8235,Pave,Not Present,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180.0,Rec,645.0,0.0,825.0,GasA,TA,Y,SBrkr,825,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,Detchd,1963.0,RFn,2.0,720.0,TA,TA,Y,140,50,0,0,0,0,Not Present,MnPrv,Not Present,0,6,2008,WD ,Normal,13
1367,1368,903476110,1198,79900,50,RM,5586,Pave,Not Present,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,Y,SBrkr,1088,110,0,0.0,0.0,1,0,4,1,TA,7,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,N,0,98,0,0,0,0,Not Present,MnPrv,Not Present,0,9,2008,ConLD,Abnorml,10
1368,1369,903481010,759,85000,30,RM,10320,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,5,8,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,451.0,451.0,GasA,TA,Y,SBrkr,759,0,0,0.0,0.0,1,0,1,1,TA,5,Typ,0,Not Present,Detchd,1997.0,Unf,2.0,576.0,TA,TA,N,40,0,0,0,0,0,Not Present,Not Present,Not Present,0,8,2008,ConLD,Family,17
1369,1370,903481100,1344,82375,190,RM,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,Fa,Fa,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,536.0,536.0,GasA,Ex,N,FuseF,808,536,0,0.0,0.0,2,0,3,2,TA,8,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,N,42,0,204,0,0,0,Not Present,Not Present,Not Present,0,5,2008,WD ,Normal,58
1370,1371,903484020,1469,135000,50,RM,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Ex,Y,SBrkr,756,713,0,0.0,0.0,1,0,3,1,TA,7,Typ,0,Not Present,Detchd,1906.0,Unf,1.0,216.0,TA,TA,Y,57,0,239,0,0,0,Not Present,MnPrv,Not Present,0,6,2008,WD ,Normal,13
1371,1372,904100020,1054,124000,20,RL,9488,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1046.0,1046.0,GasA,Gd,N,SBrkr,1054,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Detchd,1947.0,Unf,1.0,240.0,TA,TA,Y,0,60,122,0,0,0,Not Present,Not Present,Not Present,0,9,2008,WD ,Abnorml,15
1372,1373,904100040,1211,134000,20,RL,8250,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,250.0,LwQ,492.0,210.0,952.0,GasA,Ex,Y,SBrkr,1211,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1968.0,Unf,1.0,322.0,TA,TA,Y,0,63,0,0,0,0,Not Present,Not Present,Not Present,0,8,2008,WD ,Normal,40
1373,1374,904100160,1271,135000,50,RL,21286,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,Y,SBrkr,720,551,0,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1948.0,Unf,1.0,312.0,TA,TA,Y,0,0,108,0,0,0,Not Present,Not Present,Not Present,0,8,2008,WD ,Normal,58
1374,1375,904101170,1588,134432,50,RL,17120,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1120,468,0,0.0,0.0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1991.0,Fin,2.0,680.0,TA,TA,N,0,59,0,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,49
1375,1376,904351280,1355,127500,190,RL,10106,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351.0,Rec,181.0,112.0,644.0,GasA,Gd,Y,SBrkr,808,547,0,1.0,0.0,2,0,4,2,TA,6,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,140,0,0,0,0,0,Not Present,Not Present,Not Present,0,9,2008,WD ,Normal,9
1376,1377,905100020,1075,148000,85,RL,11235,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,784.0,Unf,0.0,197.0,981.0,GasA,TA,Y,SBrkr,1075,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,Not Present,Detchd,1996.0,Unf,2.0,440.0,TA,TA,Y,64,0,0,0,64,0,Not Present,MnPrv,Not Present,0,5,2008,WD ,Abnorml,45
1377,1378,905102170,1040,129500,20,RL,11200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,906.0,Unf,0.0,134.0,1040.0,GasA,Ex,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,Not Present,Detchd,1965.0,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,2,2008,WD ,Normal,43
1378,1379,905103030,1096,157500,80,RL,13014,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1978.0,Unf,2.0,484.0,TA,TA,Y,168,0,0,0,0,0,Not Present,Not Present,Not Present,0,12,2008,WD ,Normal,30
1379,1380,905104080,904,109900,20,RL,7162,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,876.0,876.0,GasA,TA,Y,SBrkr,904,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1966.0,Unf,1.0,408.0,TA,TA,Y,0,0,0,0,0,0,Not Present,MnPrv,Not Present,0,12,2008,WD ,Abnorml,42
1380,1381,905104110,992,145000,20,RL,10265,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,CBlock,TA,TA,No,ALQ,758.0,Unf,0.0,234.0,992.0,GasA,Ex,Y,SBrkr,992,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,Not Present,Attchd,1967.0,RFn,1.0,294.0,TA,TA,Y,204,0,0,0,0,0,Not Present,MnPrv,Shed,600,7,2008,WD ,Normal,3
1381,1382,905104180,894,130000,20,RL,9764,Pave,Not Present,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702.0,Unf,0.0,192.0,894.0,GasA,Ex,Y,SBrkr,894,0,0,1.0,0.0,1,0,3,1,Gd,5,Typ,0,Not Present,Attchd,1967.0,RFn,2.0,450.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2008,WD ,Normal,5
1382,1383,905107280,1034,153000,85,RL,7703,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,450.0,Unf,0.0,0.0,450.0,GasA,Ex,Y,SBrkr,1034,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,1,Po,Basment,1978.0,Fin,2.0,504.0,TA,TA,Y,311,0,0,0,0,0,Not Present,GdWo,Not Present,0,5,2008,WD ,Normal,30
1383,1384,905107380,1073,120000,20,RL,9981,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,BLQ,221.0,Unf,0.0,852.0,1073.0,GasA,Gd,Y,SBrkr,1073,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1967.0,RFn,1.0,270.0,TA,TA,Y,0,90,0,0,0,0,Not Present,MnPrv,Not Present,0,3,2008,WD ,Normal,41
1384,1385,905108170,1126,152000,85,RL,7400,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,LwQ,104.0,ALQ,956.0,0.0,1060.0,GasA,TA,Y,SBrkr,1126,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,Not Present,Attchd,1984.0,Unf,2.0,506.0,TA,TA,Y,178,0,0,0,0,0,Not Present,Not Present,Not Present,0,3,2008,WD ,Normal,24
1385,1386,905200090,1258,108959,90,RL,12900,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198.0,Unf,0.0,0.0,1198.0,GasA,TA,Y,SBrkr,1258,0,0,2.0,0.0,0,2,0,2,TA,6,Typ,0,Not Present,CarPort,1969.0,Unf,2.0,400.0,Fa,TA,Y,120,0,0,0,0,0,Not Present,Not Present,Not Present,0,1,2008,WD ,Alloca,39
1386,1387,905200100,1140,95541,190,RL,12900,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,2fmCon,1Story,5,4,1920,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,TA,Fa,No,BLQ,1300.0,Unf,0.0,0.0,1300.0,GasA,Fa,Y,SBrkr,1140,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,CarPort,1920.0,Unf,2.0,400.0,TA,TA,Y,0,0,190,0,0,0,Not Present,Not Present,Not Present,0,1,2008,WD ,Alloca,58
1387,1388,905200160,1006,80000,20,RL,9000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,288.0,Unf,0.0,718.0,1006.0,GasA,TA,Y,SBrkr,1006,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,0,24,0,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,49
1388,1389,905200510,1228,149350,20,RL,8544,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1228.0,1228.0,GasA,Gd,Y,SBrkr,1228,0,0,0.0,0.0,1,1,3,1,Gd,6,Typ,0,Not Present,Attchd,1966.0,Unf,1.0,271.0,TA,TA,Y,0,65,0,0,0,0,Not Present,MnPrv,Not Present,0,6,2008,WD ,Normal,2
1389,1390,905201020,960,144900,20,RL,9239,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,634.0,Unf,0.0,326.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,Not Present,Attchd,1963.0,Fin,1.0,300.0,TA,TA,Y,168,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2008,WD ,Normal,5
1390,1391,905201110,1188,185000,20,RL,14175,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,776.0,Unf,0.0,212.0,988.0,GasA,TA,Y,FuseA,1188,0,0,1.0,0.0,1,0,1,1,TA,4,Typ,1,TA,Attchd,1956.0,Unf,2.0,621.0,TA,TA,Y,102,89,231,0,0,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,52
1391,1392,905201120,1383,165000,20,RL,13284,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064.0,Unf,0.0,319.0,1383.0,GasA,TA,Y,SBrkr,1383,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1.0,354.0,TA,TA,Y,511,116,0,0,0,0,Not Present,GdPrv,Not Present,0,6,2008,WD ,Normal,54
1392,1393,905202230,1252,235000,20,RL,13500,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429.0,ALQ,1080.0,93.0,1602.0,GasA,Gd,Y,SBrkr,1252,0,0,1.0,0.0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960.0,RFn,2.0,564.0,TA,TA,Y,409,0,0,0,0,0,Not Present,Not Present,Not Present,0,3,2008,WD ,Normal,33
1393,1394,905225040,1601,140000,80,RL,13825,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,533.0,533.0,GasA,TA,Y,SBrkr,1021,580,0,0.0,1.0,1,0,3,1,TA,6,Min2,0,Not Present,BuiltIn,1958.0,RFn,1.0,300.0,TA,TA,Y,280,34,0,0,0,0,Not Present,Not Present,Not Present,0,12,2008,WD ,Normal,21
1394,1395,905226030,672,108000,30,RL,10200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,672,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,Detchd,1940.0,Unf,1.0,240.0,TA,TA,N,168,0,0,0,0,0,Not Present,GdPrv,Not Present,0,8,2008,WD ,Normal,11
1395,1396,905226110,1721,145000,190,RL,10532,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,TA,TA,Mn,Rec,988.0,Unf,0.0,0.0,988.0,GasA,Gd,Y,SBrkr,1721,0,0,1.0,0.0,2,0,3,1,TA,7,Mod,2,TA,Basment,1960.0,Unf,2.0,626.0,TA,TA,Y,50,84,0,0,0,0,Not Present,Not Present,Not Present,0,12,2008,WD ,Abnorml,48
1396,1397,905227050,1350,152400,50,RL,8375,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,336.0,Unf,0.0,240.0,576.0,GasA,Gd,Y,SBrkr,864,486,0,1.0,0.0,1,1,2,1,Gd,6,Min1,0,Not Present,2Types,1973.0,Unf,3.0,627.0,TA,TA,N,0,0,0,0,0,0,Not Present,MnPrv,Not Present,0,6,2008,WD ,Normal,35
1397,1398,905300020,904,144000,80,RL,10200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,Av,ALQ,704.0,Unf,0.0,160.0,864.0,GasA,Ex,Y,SBrkr,904,0,0,0.0,0.0,1,0,3,1,Gd,5,Typ,0,Not Present,2Types,1979.0,Unf,3.0,912.0,TA,TA,Y,143,0,0,0,0,0,Not Present,MnPrv,Not Present,0,6,2008,WD ,Normal,38
1398,1399,905351089,1291,173000,120,RL,2887,Pave,Not Present,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,Ex,Y,SBrkr,1291,0,0,1.0,0.0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1996.0,Unf,2.0,431.0,TA,TA,Y,307,0,0,0,0,0,Not Present,Not Present,Not Present,0,11,2008,WD ,Normal,11
1399,1400,905352030,2022,192000,60,RL,10005,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392.0,Unf,0.0,768.0,1160.0,GasA,Ex,Y,SBrkr,1156,866,0,0.0,0.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1977.0,Fin,2.0,505.0,TA,TA,Y,288,117,0,0,0,0,Not Present,Not Present,Not Present,0,3,2008,WD ,Normal,31
1400,1401,905352070,1524,245000,20,RL,20270,Pave,Not Present,IR1,Lvl,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,599.0,Unf,0.0,925.0,1524.0,GasA,TA,Y,SBrkr,1524,0,0,1.0,0.0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1979.0,Fin,2.0,478.0,TA,TA,Y,140,0,0,0,0,0,Not Present,Not Present,Not Present,0,4,2008,WD ,Normal,29
1401,1402,905401045,1363,241500,20,RL,39104,Pave,Not Present,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226.0,GLQ,1063.0,96.0,1385.0,GasA,Ex,Y,SBrkr,1363,0,0,1.0,0.0,1,0,2,1,TA,5,Mod,2,TA,Attchd,1954.0,Unf,2.0,439.0,TA,TA,Y,81,0,0,0,0,0,Not Present,Not Present,Not Present,0,4,2008,WD ,Normal,3
1402,1403,905401060,1663,256000,20,RL,53227,Pave,Not Present,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116.0,Unf,0.0,248.0,1364.0,GasA,Ex,Y,SBrkr,1663,0,0,1.0,0.0,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,1954.0,Fin,2.0,529.0,TA,TA,Y,224,137,0,0,0,0,Not Present,Not Present,Not Present,0,3,2008,WD ,Normal,14
1403,1404,905402090,1357,177000,80,RL,11512,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,0.0,300.0,1019.0,GasA,Gd,Y,SBrkr,1357,0,0,1.0,0.0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1.0,312.0,TA,TA,Y,0,0,0,0,163,0,Not Present,GdPrv,Not Present,0,5,2008,WD ,Normal,2
1404,1405,905403060,1079,125600,50,RL,5190,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,TA,Y,SBrkr,617,462,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Attchd,1948.0,Unf,1.0,249.0,TA,TA,Y,135,0,0,0,0,0,Not Present,Not Present,Not Present,0,1,2008,WD ,Normal,58
